Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Austria,AUT,33888.9959832052,42001.210774577,48065.3165411898,48172.2381151452,47901.366129632,47842.7489082353,47789.3850154389,48215.8905287218,49031.1070286152,50051.7859126367,50552.9061212823,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Azerbaijan,AZE,3167.06208817709,1658.80529323062,5676.45041334095,5724.92083164488,5981.58065567077,6072.64612808803,6063.7178320377,5812.60867097356,5764.69251955865,5800.71518438101,5879.99265435911,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,"Bahamas, The",BHS,29687.0414461528,31570.7464318867,28248.9864271453,28800.0070001586,27754.8693201859,27785.281087525,27583.4087373028,27705.927063117,28282.518097005,28845.2557704818,28908.5485742501,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Bahrain,BHR,17934.7616005435,22955.2372613294,20516.5883157314,20924.7104304295,21805.1173792575,22395.3060349444,22353.3596020299,22272.9668967477,22167.0782833708,21478.1144253022,20912.9868841525,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Bangladesh,BGD,411.164666100691,524.94593974353,822.188302103644,865.750045010274,907.257539095072,951.314947969132,1002.38886567839,1062.04005915791,1127.2715619676,1203.21642542608,1287.8215971097,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Barbados,BRB,14396.2504215593,15570.0421707825,15900.0236759993,15787.8040183292,15533.1063398711,15484.9468972176,15836.3824984929,16202.1161947683,16254.2404265057,16136.9099326335,16099.8284121592,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Belarus,BLR,3102.3312813345,2808.57494889476,6365.3780531651,6478.70481089972,6542.67841209401,6649.64932834342,6384.81714492541,6215.70186550089,6375.28892983321,6586.2977396088,6678.5090648389,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Belgium,BEL,32671.6452350891,39588.5978784345,44309.6325382687,44361.2100930567,44355.3773098766,44855.9702018757,45507.2310582037,45850.9330303307,46409.1300759444,47035.6139543386,47618.2982067854,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Belize,BLZ,2842.49174735285,3863.54748308275,4250.4936169464,4253.09941001094,4212.33173688301,4270.94510387408,4300.55933820061,4216.97726841129,4211.59954966434,4217.20716116883,4149.86190551309,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Benin,BEN,833.612239782791,949.736259160293,1037.74703995475,1057.66774031197,1102.52743002686,1140.44775377804,1128.99638029977,1134.92453620908,1166.76057483953,1211.31656294328,1259.80807064558,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Bermuda,BMU,76016.3279600362,95861.4216876756,98912.9027809322,93327.0312694711,92775.339821166,89153.7559893109,89708.8258715522,90062.1613062341,94309.5848817737,93832.3666163461,94266.8417594258,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Bhutan,BTN,767.611544791915,1119.76412049589,2411.02893205206,2504.5058910519,2526.43366495453,2639.60088264112,2780.81953888315,2970.76650663428,3072.02029929191,3128.83549606004,3262.198967599,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Bolivia,BOL,1356.53989426828,1601.41660719292,2024.11724030504,2094.02415243866,2201.39676993058,2286.01317207209,2361.05653658841,2425.56157524695,2490.95622581417,2559.51119070116,2579.89901190316,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Bosnia and Herzegovina,BIH,..,3015.05970369908,4736.61993365646,4770.93162912533,4969.0068594531,5113.67368410914,5352.72045522849,5591.5857400054,5828.71653691876,6096.91949150311,6303.68866498252,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Botswana,BWA,4133.45830631816,5211.07380505514,6728.20488437247,6944.80914927972,7646.41410645297,7864.25098025293,7613.69852027346,7797.14647670629,7859.16899892583,8032.68193680205,8092.96708724053,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Brazil,BRA,7983.74677607675,8803.15252917931,11627.8106505917,11745.7759262897,11993.4839848731,11951.2094463497,11431.1544808449,10965.9742614391,11021.7182622703,11079.709675038,11121.7399151021,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,British Virgin Islands,VGB,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Brunei Darussalam,BRN,37080.905766838,35931.5965013377,36121.891977592,35967.3283979567,34729.8266256897,33416.781835931,32873.4669130359,31685.2254544178,31752.740813782,31436.8681969939,32327.4055290563,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Bulgaria,BGR,4714.8996124394,3984.66596829829,7017.66364599858,7083.59878715875,7146.5587960175,7322.80862919503,7663.72202887539,8012.51120825339,8353.9682378682,8674.72320233978,9058.73528029721,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Burkina Faso,BFA,384.068460536201,489.455363473775,670.264548170737,692.445037915868,711.035989724097,720.152193971001,726.712509173464,747.885688770555,771.647944054805,800.311721098057,822.203917045326,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Burundi,BDI,327.986681933291,229.206107263877,235.988766659787,238.816045825172,242.845994657449,245.326738733565,228.432544171606,219.961497757751,214.139246201959,210.804225834169,208.074726923036,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Cabo Verde,CPV,952.761936639586,2215.06817019014,3468.66705505948,3461.92665130578,3445.30537729537,3422.74880170376,3414.55798421071,3532.14021000002,3619.62102216948,3740.00407706064,3907.65337200972,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Cambodia,KHM,..,431.202289963378,827.777013823179,873.949283306707,922.890205656967,972.742728302533,1024.62136452219,1079.63053900119,1135.84433592539,1202.62486005335,1268.97160228996,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Cameroon,CMR,1343.50995704508,1146.57231022119,1303.42588027745,1325.93022542942,1360.10887014004,1401.75317426464,1441.78397139843,1469.19263610857,1481.7319899601,1502.16909554019,1518.31214949466,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Canada,CAN,36555.568572905,39338.8368994644,48464.4962818598,48785.9360816715,49397.5233153392,50306.9446243374,50262.027665796,50193.7504098852,51170.4758411953,51476.2007739946,51588.7614342188,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Cayman Islands,CYM,..,..,72662.9918953925,72209.1493296504,71944.4046151236,72742.3959856353,73741.6532661395,75102.7119654329,76439.589917984,78611.5551657543,..,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Central African Republic,CAF,488.55388277694,422.863906510783,505.238458728031,528.644927384143,335.38915520098,334.440498597729,346.693797341047,359.600040296453,371.108792249647,379.36500856344,384.145561598858,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Chad,TCD,517.084190809419,462.254239716662,863.761254867774,909.312343770807,929.469055736867,961.377884773844,956.659691840205,869.058685279877,817.534137105888,812.015817950141,813.719894880171,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Chile,CHL,5933.20706414474,9419.98294955914,13455.8378125533,14035.679130826,14461.1743775739,14561.3261643078,14722.366327631,14777.1488448942,14741.1924958248,15111.6954231416,15091.4505062473,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,China,CHN,729.282386384881,1767.85962705145,4961.23044692055,5325.35841728849,5710.66990451383,6103.74840168888,6500.41832267289,6908.10913380587,7346.8365644629,7807.0578088033,8254.53281743983,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Colombia,COL,4467.39460246288,4862.87605315307,6711.66805187466,6911.76119085696,7201.0060866521,7449.32523719407,7580.27571259431,7633.38984323017,7620.91617187225,7694.42733302471,7838.20971410357,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Comoros,COM,1400.23514844296,1296.05802326538,1337.73836893032,1347.55168235907,1374.7011391203,1370.51335535565,1353.6634014541,1366.67572123857,1386.92236846489,1402.74035543881,1399.38853793637,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,"Congo, Dem. Rep.",COD,702.134756395842,289.986319883827,345.266114850827,357.598295892516,375.219175503059,397.341670469814,411.020573086613,407.289643138542,408.924793382014,418.988811501869,423.640255620729,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,"Congo, Rep.",COG,3016.51857711155,2618.68140986414,3057.77365418817,3275.94935409474,3173.41016563263,3281.32278717546,3097.27612486185,2711.89879143485,2520.6183640463,2303.98260129749,2166.09410080018,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Costa Rica,CRI,4884.60253103971,6172.4083609302,8390.47907109648,8689.96516770511,8785.74138466674,8993.5260018404,9219.38970070256,9509.73818938105,9775.85087831526,9936.58452751182,10046.9400015886,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Cote d'Ivoire,CIV,1491.1223281993,1356.58583478253,1132.5484005404,1223.6319350233,1299.81167267393,1379.14068216006,1463.71052702022,1529.50745372791,1600.76525651687,1667.94270502825,1727.28368913368,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Croatia,HRV,..,10446.5614264747,13969.8048908879,13677.4207155701,13654.2454415363,13663.1654484475,14111.2512495402,14707.2369456328,15396.801079964,15971.1476683104,16509.9119244784,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Cuba,CUB,4219.99965173987,3480.83089218864,5885.25462455411,6051.68574614449,6203.84326293832,6255.42616104799,6522.73679904185,6550.27437297674,6666.33172826664,6816.89680904415,..,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Curacao,CUW,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Cyprus,CYP,20440.1027352847,26686.7896553853,30363.5100539824,28873.6258339319,27044.3091115132,26834.011569903,27897.9581709968,29643.8388195732,30650.244788011,31506.9235229004,32093.0265789587,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Czech Republic,CZE,14059.6691862221,14889.0699168483,20269.4874310085,20082.2511927375,20066.3755917313,20498.7057499494,21560.8262336715,22065.4686395319,23144.4087233262,23800.9748558483,24265.9892032481,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Denmark,DNK,44569.0130550272,55850.6307584745,58575.6078023978,58487.7935424732,58788.0841616273,59437.947318035,60402.1296439052,61877.9764789002,63215.9980672126,64271.8782657946,65820.2381026777,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Djibouti,DJI,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Dominica,DMA,4513.33030060903,5578.8084461149,6947.9662511963,6869.64063635645,6796.0642208357,7091.45943295436,6891.12022186837,7055.00162486933,6561.40740744775,6696.54374244663,6917.04972859397,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Dominican Republic,DOM,2695.97904140688,4051.49905782915,5660.51706707925,5745.42274459944,5955.17590438852,6301.6962699427,6661.86504263226,7026.17815711352,7273.35376492085,7697.72192275037,8002.44167801726,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Ecuador,ECU,3716.26570153701,3663.66378422193,4921.84840912018,5122.18009020886,5295.68269596129,5412.13164601881,5330.53915447542,5176.05880316012,5205.76302016858,5180.59899766355,5097.06864233147,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,"Egypt, Arab Rep.",EGY,1557.55027054559,1981.83070000193,2636.33937845761,2635.99771844947,2633.20468311551,2649.44769126417,2704.91976565548,2762.58897989658,2818.54737057288,2908.58392993864,3010.15292002424,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,El Salvador,SLV,2143.0371306733,2665.68324042846,3083.73949822854,3156.62432522619,3212.70144168811,3252.59449430386,3314.70065426869,3382.52239837872,3441.31327806984,3507.06085904127,3572.35758624304,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Equatorial Guinea,GNQ,517.678884059585,5563.38605175628,17610.3066333418,18254.0964461755,16764.428711951,16146.0724286193,14093.8124933866,12358.304036212,11225.3725336737,10134.6283006732,9237.7161862392,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Eritrea,ERI,..,635.17796019147,537.491368290308,..,..,..,..,..,..,..,..,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Estonia,EST,..,10062.4371592973,15940.1583851869,16497.2091258286,16778.9006343046,17325.5186117283,17633.5917413671,18190.4219836577,19167.5211384405,19932.8607464487,20856.0184631849,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Eswatini,SWZ,2848.86074904697,3117.81634147115,4233.57521023067,4431.82374639263,4571.01274818873,4578.288557442,4640.92178404281,4650.13883452151,4698.9519038769,4761.96662672648,4818.19216532272,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Ethiopia,ETH,208.079381572326,197.432305149369,369.202407829027,389.938966721631,419.183860251535,449.420377149128,482.639066335501,514.057306751986,548.41948050565,570.651825161013,602.634069309359,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Fiji,FJI,2926.57253822332,3315.95449234948,3735.55831531407,3781.18454181842,3957.72816897219,4175.40926200971,4352.46625651536,4439.59443080573,4650.30173043457,4794.68402607933,4738.6292897774,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Finland,FIN,33359.6548324458,40403.202004856,47423.2726280536,46538.5482393103,45906.9197974313,45550.6323444393,45647.6685921765,46796.3373472768,48213.3827348358,48880.18533577,49397.2348587123,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,France,FRA,32524.0587452731,38309.4427389727,41329.0353613461,41258.2747305664,41282.9908003749,41480.7696075124,41793.5447118859,42140.0368796576,43015.2106423116,43720.0263429305,44317.3923051173,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,French Polynesia,PYF,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Gabon,GAB,11159.8481405162,10170.2564480707,9136.61456881311,9258.88197266208,9418.21973701202,9476.59973805069,9521.288558578,9429.04631840384,9212.31972704417,9051.28130144379,9177.51660272077,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,"Gambia, The",GMB,830.753624244352,832.681536905817,767.155353643339,783.266692810892,781.681804777938,747.708731949503,754.992433680038,747.002735090329,760.124705650582,791.450044695264,815.215545192783,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Georgia,GEO,3697.77525375044,1633.53908984437,3500.52748852583,3751.00347121289,3898.55468450868,4069.42449513792,4185.81387084247,4304.89617565185,4512.76109468254,4734.37739334704,4978.49949788261,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Germany,DEU,32430.3214294284,37934.4517828233,43969.7074500187,44070.9085651782,44143.1278111535,44930.7921305433,45208.062454025,45844.6381197286,46862.0419736416,47313.845816417,47446.7298463769,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Ghana,GHA,816.077626282481,952.803305104268,1446.37163070702,1543.76398423026,1618.59784984947,1627.76028143369,1625.90582584245,1644.59800912297,1739.46749204249,1808.32722017919,1884.28485989233,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Greece,GRC,19383.9345698981,23275.4442214831,24495.7111078528,22830.5267226682,22251.257305343,22565.6804352806,22615.3945607527,22666.2861968984,23052.9862132037,23546.6394661725,24024.2340007051,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Greenland,GRL,27295.9523444254,32193.0025213682,43781.4625641366,44454.3735497748,44131.2517597431,46378.3830305527,45351.1394675318,47413.6224796636,47647.6498925073,49311.7670601587,..,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Grenada,GRD,4769.39689123885,6284.69996784302,7274.72313572427,7147.1891873791,7266.28734042283,7747.50073076196,8194.2381676678,8449.30776858458,8775.89864433273,9091.76153084554,9220.3861385417,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Guam,GUM,..,..,30690.4366504784,31252.6636152997,31741.5211298832,32169.5644356757,32151.9120777962,32027.5816012056,31847.6496791422,31477.266910582,..,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Guatemala,GTM,2197.25300763408,2568.19035585012,2965.15320617913,2999.42276262614,3056.15268360652,3137.26029117959,3210.86967002297,3242.63692893541,3286.74128251609,3338.54745773772,3413.23401299435,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Guinea,GIN,541.89380718238,612.815814213758,694.603115398212,719.709185240788,731.493337698138,741.049717311276,750.403076362942,809.957816531762,869.018973228085,897.116199584169,920.878243870497,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Guinea-Bissau,GNB,637.21965814175,550.356087905377,587.713171897779,562.534899997808,565.599206378895,556.147073076285,575.052149926692,595.558793943771,615.038850552038,622.686699691974,635.525710129137,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Guyana,GUY,2260.93330756694,3630.29561135353,4802.07886566818,5032.89175430697,5190.06454729595,5249.27922226432,5257.45623282203,5429.79884301308,5604.56486285706,5825.03691769949,6107.3474195403,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Haiti,HTI,1383.92699008884,1150.35938497197,1225.63107621733,1214.3038757536,1233.74304773067,1257.77379512249,1260.60020357319,1265.22949230663,1277.37440451891,1282.23862032506,1245.01249625003,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Honduras,HND,1561.21628353861,1607.67968481287,1939.33862702996,1982.00973784495,2000.79244876186,2025.81419478885,2067.29003376698,2111.19316426974,2176.29516512704,2219.43646867526,2241.23866547752,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,"Hong Kong SAR, China",HKG,18250.9213428233,23015.9210308158,33888.4826050248,34086.2991988018,35002.5171472355,35717.6909382682,36260.5885544438,36818.4864046258,37929.4268377564,38698.9895247535,37928.3533295197,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Hungary,HUN,..,10480.0790292785,13485.3151480551,13367.9931241148,13654.2861901501,14270.1081386959,14850.4252030047,15213.0528173847,15912.0146344436,16793.3841512184,17572.310646757,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Iceland,ISL,31568.123544375,37465.451901501,43700.7929837928,44032.4251862306,45420.9910212692,45853.9634294924,47533.6992436457,49985.1030905302,51045.9400468343,51592.6546100899,51332.1412452913,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,India,IND,581.218262295448,826.592493112359,1410.426304742,1469.17761007839,1544.61924724913,1640.18070024053,1751.6644288593,1875.73216110843,1986.63290974892,2086.45075048648,2151.72603537868,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Indonesia,IDN,1707.81835475604,2143.65950412517,3270.61948985328,3421.27352044829,3563.29986394283,3692.97344616041,3824.27488523624,3968.05591117705,4120.52187883992,4284.68582525458,4450.72450013922,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,"Iran, Islamic Rep.",IRN,4134.83226978643,4816.30882567067,6695.08228331152,6122.43208981298,6035.28220098466,6232.93541757903,6070.18728372393,6790.63900593297,6948.70492458362,6440.06539243446,5922.52758728661,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Iraq,IRQ,4089.39873632812,4322.00368984632,4846.5108098279,5320.26490181897,5505.84920903117,5342.20281607722,5295.99318096283,5928.58596226816,5635.65916551479,5475.46596375893,5589.02158223942,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Ireland,IRL,24314.9981526073,44101.1076779082,48669.78591271,48573.3774355076,48971.3697950535,52774.5013821565,65432.7347200181,67077.7438875899,71755.9673896497,76662.6745898471,79703.4116080567,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Isle of Man,IMN,27427.8851441579,45399.2089806977,71137.5402572204,76652.0114482351,80356.2004978938,84992.7144984398,84923.1802843382,90769.5059905106,92998.0465066539,94514.9186904784,..,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Israel,ISR,20725.5883014674,27741.2750873499,31572.9034257475,31695.0064229435,32399.4651588272,32977.9608377216,33071.4120986877,33720.764484324,34243.0125767185,34749.6781898301,35278.9210208615,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Italy,ITA,30871.2858063821,36329.2489368805,36192.8663751007,35019.4718880864,33978.551774946,33666.6919106164,33961.4361902228,34459.2057152238,35086.4783019615,35485.1062802569,35680.1597080093,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Jamaica,JAM,4283.58840618438,4658.56313156003,4759.25695989892,4703.08640587979,4699.26632430998,4704.72595468163,4722.0465213814,4761.94016718831,4785.65354700462,4855.26207081811,4866.98734957066,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Japan,JPN,38074.4635372903,42169.7332837685,44538.7261906776,45276.8743353985,46249.2095886628,46484.1552669134,47102.5808781498,47403.0469116934,48510.6094087782,48766.1336629216,49187.8330895642,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Jordan,JOR,2616.74859600426,2886.72538272922,3637.74353611873,3529.12831467661,3438.675873372,3395.77310255414,3350.39349005979,3315.2812383704,3305.66816553352,3309.75215882997,3325.80780970269,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Kazakhstan,KAZ,5890.27604343,4491.59182333064,9603.24465538973,9923.42220839838,10368.4992994791,10646.0344648696,10617.4746550491,10582.7008718461,10867.7387377836,11165.5446635217,11518.3582312232,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Kenya,KEN,917.408011957574,819.615425085923,982.980837581714,1000.8292167941,1032.2773268424,1060.09501597538,1093.13417026063,1129.71319596876,1156.42529688802,1201.46635823697,1237.49749909667,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Kiribati,KIR,1683.0576618888,1722.46241840075,1514.4979214378,1561.40029843359,1604.2849703894,1571.2303626498,1710.65641002456,1773.02778850671,1763.23000218251,1777.71450422182,1790.47992986302,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,"Korea, Rep.",KOR,8495.57785477586,15414.2915653968,23754.7724552742,24197.9413704675,24850.3543993397,25485.5840065102,26063.7064870504,26725.5017164576,27492.576254672,28157.7344466982,28675.0344073464,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Kosovo,XKX,..,1851.06015385366,3401.01084842607,3465.42448196662,3562.91010278204,3617.0905558686,3816.96244256105,3996.1243141816,4133.71698760439,4276.9200963345,4462.38324961209,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Kuwait,KWT,..,36068.1398013458,39940.0419836868,40287.3042188638,38698.8944901097,37158.6497346309,35969.3493105175,35886.9938823827,33359.427780449,33112.1907319075,32702.2010302896,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Kyrgyz Republic,KGZ,1096.21581337475,654.311985289789,921.177038530965,905.165668041719,984.239033611161,1003.51040411047,1021.16079140488,1043.95111143383,1072.49369441286,1090.86775396793,1116.35789141128,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Lao PDR,LAO,462.001627182118,672.875388277317,1213.18469310894,1290.83774819673,1373.81443750225,1456.46765527935,1538.85116913062,1621.73855833524,1706.79323265232,1785.57679801882,1840.50435279444,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Latvia,LVA,..,6964.91901929665,12342.6018752671,13027.970711154,13472.4645859565,13745.9535199157,14414.2537705736,14891.7667683256,15512.7252672195,16263.22626834,16722.1049572786,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Lebanon,LBN,3006.40112209098,5716.6588512124,7453.8234750169,7179.11697006287,6978.95258625983,6753.60711583739,6487.89908167494,6411.98654337444,6370.88908198325,6214.35804955447,5792.25533023923,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Lesotho,LSO,642.298834764211,809.873167372205,1193.27174074638,1266.65974821558,1310.8921215049,1338.85174638468,1363.93140254357,1421.73610792784,1391.93652814412,1374.64586513142,1352.5756179982,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Liberia,LBR,..,614.312359313009,538.11623500132,564.520844221776,597.381389680455,586.229360784297,571.453129531788,548.268143607989,548.010538342081,541.271324140142,516.25599091284,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Libya,LBY,..,8963.66583654145,4539.00252138836,10066.5790283158,8649.8984096106,6530.85671467715,5899.89964685628,5669.73394586099,7085.81214934763,8038.57541150542,8122.17048902136,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Lithuania,LTU,..,6934.49338136907,13005.2060931825,13687.4595246148,14317.5381443074,14951.960809443,15398.8619054376,15988.6138728916,16908.1265005971,17742.2632333198,18609.7159346199,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Luxembourg,LUX,65921.9102953956,93462.9261625054,105264.749398459,102404.612086023,103721.748149728,105658.520745502,107638.212259786,110162.12162339,109452.960045415,110701.877200861,111062.340609832,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,"Macao SAR, China",MAC,21540.3826240424,22534.8335588191,62122.0181328047,66271.4690733933,71992.1516514218,69580.5624722557,53478.7900860778,52163.1880540344,56423.2850551249,58641.6276638714,55110.5139504132,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Madagascar,MDG,562.99864693948,490.485547506474,466.349175296974,467.435789903935,465.388777361247,468.113034575027,469.942367089597,475.745493540366,481.383147878006,490.097332875823,500.401970795678,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Malawi,MWI,331.751029677091,392.524584680197,487.730681851429,482.923781207912,493.818369482748,507.537974993908,507.548405016318,506.249661337383,512.645612270701,515.106449633898,523.603451590109,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Malaysia,MYS,4536.96683563801,7007.04150323761,9372.00753825617,9743.10479671184,10061.7154366021,10524.0707383169,10912.1530819693,11244.0004574952,11736.8485306827,12131.4931629214,12486.6788007841,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Maldives,MDV,..,5797.6042557965,7384.8492111405,7251.67627055564,7436.06179246294,7624.76737285876,7501.54519042946,7631.41655651699,7837.38662570682,8157.41335146456,8476.56400867767,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Mali,MLI,482.46568975338,555.044548712378,711.112812277099,684.646661819937,680.333785639303,707.695626730014,729.633626101458,749.693237303723,766.142358238521,778.727885828542,791.646128746768,..
GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,Malta,MLT,11974.465890159,18227.6056081419,21808.3891867773,22503.1318750034,23403.888310292,24692.430533211,26426.6817711982,26833.7949006339,28201.5227071065,28644.0595554038,28975.7128709527,..
